title	alternate_titles	description	game_id	genres	moby_score	moby_url	num_votes	official_url	platforms	sample_screenshots	sample_cover.height	sample_cover.image	sample_cover.platforms	sample_cover.thumbnail_image	sample_cover.width
Lock 'n' Chase	Swedish Intellivision title: Tjuv och polis	"<p><em>Lock 'n' Chase</em> is an arcade action game similar to <a href=""https://www.mobygames.com/search/?q=Pac-Man"">Pac-Man</a>. You play a thief who is trapped in a maze like vault. To get out, you need to collect all of the gold dots located in the maze. Your task won't be easy, since there are four police officers in the vault who are constantly trying to catch you! Located throughout the maze are numerous doors. As you run through the maze, you have the ability to temporarily close a door in an attempt to block the police. You can only close two doors at a time, and any closed doors automatically open again after a short amount of time. When all of the gold in the maze has been collected, the exit to the vault will open and you can escape and move on to the next, more difficult vault. Occasionally a bonus item will appear in the maze, such as a cash bag, crown, or briefcase, which can be collected to earn even more points.</p>"	9686	Basic Genres: Action, Perspective: Top-down, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade	6.6	https://www.mobygames.com/game/9686/lock-n-chase/	27		Atari 2600 (1982), Intellivision (1982), Apple II (1983), PSP (2010-06-08), PlayStation 3 (2010-06-08), PS Vita (2012-02-22), Arcade (1981), Antstream (2019-07-01)	[{'caption': 'Avoid the cops, and collect the gold!', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/1891208-lock-n-chase-intellivision-avoid-the-cops-and-collect-the-gold.png', 'thumbnail_image': 'https://cdn.mobygames.com/33f0c9bc-ab79-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'Setting things up', 'height': 384, 'image': 'https://cdn.mobygames.com/screenshots/16286519-lock-n-chase-apple-ii-setting-things-up.png', 'thumbnail_image': 'https://cdn.mobygames.com/76705a96-c1ea-11ed-ab6b-02420a000194.webp', 'width': 560}, {'caption': 'A game in progress', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/1891680-lock-n-chase-atari-2600-a-game-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/34f25376-ab79-11ed-87ec-02420a00019c.webp', 'width': 320}, {'caption': 'Game over', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/16443689-lock-n-chase-arcade-game-over.png', 'thumbnail_image': 'https://cdn.mobygames.com/d41364f4-c21c-11ed-ab6b-02420a000194.webp', 'width': 240}, {'caption': 'That bonus item in the middle of the maze will give you more points.', 'height': 384, 'image': 'https://cdn.mobygames.com/screenshots/16286603-lock-n-chase-apple-ii-that-bonus-item-in-the-middle-of-the-maze-.png', 'thumbnail_image': 'https://cdn.mobygames.com/7ddfc92e-c1ea-11ed-ab6b-02420a000194.webp', 'width': 560}]	800	https://cdn.mobygames.com/covers/3895020-lock-n-chase-intellivision-front-cover.jpg	['Intellivision']	https://cdn.mobygames.com/b58b2178-ab9e-11ed-b042-02420a00019f.webp	570
Mario Bros.	e-Reader title: Mario Bros.-e	<p>Mario and Luigi, the best plumbers in the world, have a real job on their hands. A host of characters have taken over the sewers, and the brothers must clear them out of the pipes.</p> <p>The platform puzzle which first introduced Luigi to the world has both single and multiplayer action with two differing game types, but with the same objective. Crabs, turtles and fighter flies must be cleared out by jumping underneath the platform they sit on, then kicking them away. Each level is cleared when a set number of coins is collected.</p> <p>For the two player mode, the first to collect the set amount of coins wins.</p>	7301	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Platform	7.0	https://www.mobygames.com/game/7301/mario-bros/	229		Game Boy Advance (2002-11-11), NES (1983-09-09), Commodore 64 (1984-07), Atari 2600 (1983-12), Atari 5200 (1984-02), Atari 7800 (1988-12), Atari 8-bit (1989-05), ZX Spectrum (1987), Amstrad CPC (1987), Wii (2006-11-19), Nintendo 3DS (2013-05-08), Wii U (2013-05-29), Arcade (1983-03), PC-8000 (1984-02), Nintendo Switch (2017-09-27)	"[{'caption': 'Starting a one-player game.', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/1835095-mario-bros-atari-2600-starting-a-one-player-game.png', 'thumbnail_image': 'https://cdn.mobygames.com/ae46069c-ab78-11ed-87d1-02420a000197.webp', 'width': 320}, {'caption': 'Attack turtles', 'height': 224, 'image': 'https://cdn.mobygames.com/screenshots/16426040-mario-bros-arcade-attack-turtles.png', 'thumbnail_image': 'https://cdn.mobygames.com/a715d0ea-c217-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'Collect coins on the bonus phase', 'height': 480, 'image': 'https://cdn.mobygames.com/screenshots/10294334-mario-bros-nes-collect-coins-on-the-bonus-phase.jpg', 'thumbnail_image': 'https://cdn.mobygames.com/facc661e-ac0e-11ed-803a-02420a000131.webp', 'width': 640}, {'caption': ""It's tough to stop on a frozen platform"", 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/1838812-mario-bros-atari-8-bit-its-tough-to-stop-on-a-frozen-platform.png', 'thumbnail_image': 'https://cdn.mobygames.com/b6e8046c-ab78-11ed-a188-02420a00019a.webp', 'width': 336}, {'caption': 'Beginning the game', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/1836617-mario-bros-atari-7800-beginning-the-game.png', 'thumbnail_image': 'https://cdn.mobygames.com/b1765042-ab78-11ed-87d1-02420a000197.webp', 'width': 320}]"	800	https://cdn.mobygames.com/covers/6995157-mario-bros-arcade-front-cover.jpg	['Arcade']	https://cdn.mobygames.com/d855443c-abf2-11ed-887e-02420a00012e.webp	608
Megamania	Atari 2600 tag-lined title: Megamania: A Space Nightmare	"<p><em>MegaMania</em> is an arcade action game with gameplay similar to <a href=""https://www.mobygames.com/game/8806/space-invaders/"">Space Invaders</a>. You control a spaceship at the bottom of the screen and need to defend yourself from numerous waves of attackers. But in <em>MegaMania</em>, the attackers are much more bizarre than invading aliens. There are hamburgers, diamonds, steam irons, bow ties, space dice, and more! You need to earn points by destroying as many of these strange attackers as you can before your energy supply becomes depleted.</p>"	9011	Basic Genres: Action, Perspective: Top-down, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Shooter, Vehicular Themes: Space flight, Setting: Sci-fi / futuristic	7.3	https://www.mobygames.com/game/9011/megamania/	20		Windows (2010-05-05), Atari 2600 (1982-09), Atari 5200 (1983-11), Atari 8-bit (1984-02), Xbox 360 (2010-05-05)	[{'caption': 'Whatever these are, they rotate.', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/3490529-megamania-atari-8-bit-whatever-these-are-they-rotate.png', 'thumbnail_image': 'https://cdn.mobygames.com/43b477b4-ab91-11ed-b042-02420a00019f.webp', 'width': 336}, {'caption': 'Incoming radial tires!', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2020544-megamania-atari-5200-incoming-radial-tires.png', 'thumbnail_image': 'https://cdn.mobygames.com/735d1262-ab7a-11ed-837d-02420a00019b.webp', 'width': 336}, {'caption': 'Title screen', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/3489740-megamania-atari-8-bit-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/3d6e86ba-ab91-11ed-93d8-02420a000198.webp', 'width': 336}, {'caption': 'These also get lower as the level progresses.', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/3490775-megamania-atari-8-bit-these-also-get-lower-as-the-level-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/4578dff4-ab91-11ed-b042-02420a00019f.webp', 'width': 336}, {'caption': 'Fighting some green things...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2019896-megamania-atari-2600-fighting-some-green-things.png', 'thumbnail_image': 'https://cdn.mobygames.com/71c5a2ca-ab7a-11ed-837d-02420a00019b.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/3991359-megamania-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/0dcbbc6e-aba2-11ed-b9a3-02420a000197.webp	587
Millipede	Original title: Centipede Deluxe	"<p>Millipedes, cousins of the Centipede, are all over the garden. This will ruin anything trying to grow there unless they are stopped. But there are other insects as well; spiders, bees, dragonflies, and earwigs. Nature is dangerous. Luckily, there's a bug zapper that can shoot arrows at these insects and destroy them.</p> <p>Millipede is the sequel to <a href=""https://www.mobygames.com/game/141/centipede/"">Centipede</a>, and features similar gameplay, but with a new swarm of insects! The goal is to destroy the multi-segmented millipede as it traverses its way through the mushroom forest towards the bottom of the screen. When all millipede segments have been destroyed, the player will progress to the next, more difficult level. Millipedes and other creatures are all worth a different amount of points. Occasionally DDT will appear on the screen, which will explode if shot by the bug zapper. With a well-timed shot, numerous millipede segments (and other insects as well) can be taken out as they pass by.</p>"	9112	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Shooter	6.5	https://www.mobygames.com/game/9112/millipede/	32		Windows (2004), NES (1987-10-01), Atari ST (1986), Atari 2600 (1984-03), Atari 8-bit (1984-08), Xbox 360 (2010-03-24), Browser (2010-08), Arcade (1982-11), Antstream (2021-11-16), Plex Arcade (2021-01-26)	[{'caption': 'Avoid that spider.', 'height': 256, 'image': 'https://cdn.mobygames.com/screenshots/16417946-millipede-arcade-avoid-that-spider.png', 'thumbnail_image': 'https://cdn.mobygames.com/29a27fca-c215-11ed-ab6b-02420a000194.webp', 'width': 240}, {'caption': 'Kill the Millipede.', 'height': 256, 'image': 'https://cdn.mobygames.com/screenshots/16418018-millipede-arcade-kill-the-millipede.png', 'thumbnail_image': 'https://cdn.mobygames.com/30babb06-c215-11ed-ab6b-02420a000194.webp', 'width': 240}, {'caption': 'Shooting dynamite', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2061758-millipede-atari-st-shooting-dynamite.png', 'thumbnail_image': 'https://cdn.mobygames.com/e0552ad0-ab7a-11ed-b951-02420a000197.webp', 'width': 320}, {'caption': 'Shooting dynamite...', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2060796-millipede-atari-2600-shooting-dynamite.png', 'thumbnail_image': 'https://cdn.mobygames.com/dd84ef34-ab7a-11ed-b951-02420a000197.webp', 'width': 320}, {'caption': 'Title screen', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2059779-millipede-atari-8-bit-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/dad831ec-ab7a-11ed-b6ee-02420a00019d.webp', 'width': 336}]	800	https://cdn.mobygames.com/covers/10601773-millipede-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/8969836e-ac11-11ed-962d-02420a000135.webp	578
Miner 2049er	Tag-lined title: Miner 2049er: Starring Bounty Bob	<p>You play the part of Bounty Bob, and it is your mission to explore every inch of an abandoned mine. As you walk over floor sections in the mine, the floor will change color. When all of the floor sections have been changed in color, you can move on to the next, more challenging level. To reach all of the floor sections, you will need to figure out how to get there.</p> <p>You can jump (be careful not to fall too far though, or you will be squished), climb up and down ladders, and use different transportation devices that can be found on the levels (such as an elevator, slides, a springboard, or a cannon). Wandering around the mine are numerous radioactive creatures which get in Bounty Bob's way. Also scattered throughout the mines are various artifacts left behind; if Bounty Bob collects one of these, the creatures will temporarily become vulnerable. If Bounty Bob runs into one of the creatures in this state the creature will be destroyed, but if he runs into a creature while it is glowing Bounty Bob will be destroyed.</p> <p>There is a total of ten different levels, and to complete them all you will need quick reflexes as well as to figure out a unique strategy for each level.</p>	8724	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Platform	7.5	https://www.mobygames.com/game/8724/miner-2049er/	65		PC Booter (1983), Commodore 64 (1983), Atari 2600 (1983-05), ColecoVision (1983-08), Apple II (1982), Atari 5200 (1983-07), Atari 8-bit (1982), VIC-20 (1984), TI-99/4A (1983-10), BREW (2007-06-05), J2ME (2007-06-05), Windows Mobile (2008), BlackBerry (2007-06-06), PC-88 (1984-04), Sharp X1 (1984), FM-7 (1984-05), Thomson TO (1985), Epoch Super Cassette Vision (1985), Thomson MO (1985), SMC-777 (1984)	[{'caption': 'Station 1', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/7090178-miner-2049er-ti-994a-station-1.png', 'thumbnail_image': 'https://cdn.mobygames.com/9a10724a-abf3-11ed-9b47-02420a000133.webp', 'width': 304}, {'caption': 'Some slides and many little platforms on level five', 'height': 400, 'image': 'https://cdn.mobygames.com/screenshots/2062205-miner-2049er-pc-booter-some-slides-and-many-little-platforms-on-.png', 'thumbnail_image': 'https://cdn.mobygames.com/e16b0750-ab7a-11ed-9d05-02420a000198.webp', 'width': 640}, {'caption': 'Entering Zone 1', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/1865286-miner-2049er-atari-8-bit-entering-zone-1.png', 'thumbnail_image': 'https://cdn.mobygames.com/f594b02a-ab78-11ed-aaf5-02420a00019c.webp', 'width': 336}, {'caption': 'Gameplay on the first level', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2062942-miner-2049er-commodore-64-gameplay-on-the-first-level.png', 'thumbnail_image': 'https://cdn.mobygames.com/e3214064-ab7a-11ed-a5ec-02420a00019b.webp', 'width': 320}, {'caption': 'Gameplay on the first level', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/2063056-miner-2049er-colecovision-gameplay-on-the-first-level.png', 'thumbnail_image': 'https://cdn.mobygames.com/e36a4354-ab7a-11ed-9d05-02420a000198.webp', 'width': 256}]	800	https://cdn.mobygames.com/covers/4214659-miner-2049er-apple-ii-front-cover.jpg	['Apple II']	https://cdn.mobygames.com/042df7a0-abaa-11ed-b9a3-02420a000197.webp	517
Missile Command	Brazilian title: Comando de Mísseis, Turkish title: Füze Savaşları	<p>Aliens from the planet of Krytol are attacking your cities! As the commander of a missile base, it is your responsibility to defend them. A variety of enemy weapons and planes will be incoming trying to destroy the six cities at the bottom of the screen. You need to fire missiles to destroy the incoming weapons. If anything gets through, one of your cities could be destroyed. When all of the cities are gone, the game is over. On each level you have a limited amount of ammo, so make sure most (if not all) of your shots are accurate or you could run out of ammo and leave your cities at risk! As the levels progress, there are more and more enemy weapons to destroy which come in at an increasingly faster rate.</p>	9177	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Shooter, Interface/Control: Direct control, Setting: Sci-fi / futuristic, Narrative Theme/Topic: War	7.7	https://www.mobygames.com/game/9177/missile-command/	76		Windows (2010-06-02), Atari ST (1987), Atari 2600 (1981), Atari 5200 (1982), Atari 8-bit (1981), Xbox 360 (2010-06-02), Browser (2010-08), Arcade (1980), Antstream (2021-08-02), Plex Arcade (2021-01-26)	[{'caption': 'Watch out for that tricky smart missile', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/15642719-missile-command-atari-8-bit-watch-out-for-that-tricky-smart-miss.png', 'thumbnail_image': 'https://cdn.mobygames.com/2c31f91c-bdee-11ed-b791-02420a0001bb.webp', 'width': 336}, {'caption': 'Green invasion', 'height': 231, 'image': 'https://cdn.mobygames.com/screenshots/16404878-missile-command-arcade-green-invasion.png', 'thumbnail_image': 'https://cdn.mobygames.com/4668ef30-c211-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'Watch out for those planes, they can be trouble!', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2063589-missile-command-atari-5200-watch-out-for-those-planes-they-can-b.png', 'thumbnail_image': 'https://cdn.mobygames.com/e4cbbc00-ab7a-11ed-99ae-02420a00019e.webp', 'width': 336}, {'caption': 'Game start', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/8986896-missile-command-atari-st-game-start.png', 'thumbnail_image': 'https://cdn.mobygames.com/6690e610-ac03-11ed-897b-02420a00012d.webp', 'width': 320}, {'caption': 'Blasting incoming missiles', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/15642797-missile-command-atari-8-bit-blasting-incoming-missiles.png', 'thumbnail_image': 'https://cdn.mobygames.com/30c094a2-bdee-11ed-b791-02420a0001bb.webp', 'width': 336}]	800	https://cdn.mobygames.com/covers/5042510-missile-command-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/c19275de-abcb-11ed-aecf-02420a000198.webp	571
Montezuma's Revenge	Tag-lined title: Montezuma's Revenge: Featuring Panama Joe, ZX Spectrum title: Panama Joe, Italian title: Predatore	<p>You play as a treasure hunter named Panama Joe, whose goal is to find an ancient treasure hidden by Aztec warrior  deep inside catacombs. But beware, the catacombs are a large maze inhabited by monsters. Bouncing and rolling skulls, dancing spiders, disappearing and re-appearing chains and tons of fire await you. You'll have to find many keys and unlock doors in order to reach your goal. Panama Joe can jump and climb ladders, but doesn't have much to offer in terms of combat. That's why the monsters in the game should be avoided: a collision with an enemy leads to a premature death. He will also find amulets which make him invulnerable for a short time. Except for the Master System version, they are activated directly when picked up.</p> <p>The Atari 2600 port is a truncated version of the game and has only 24 rooms instead of 100. The room layouts are more of an approximation of the original version than being a direct copy due to the limited power of the console. The ZX Spectrum version has identical room layouts, however, the rooms are arranged differently and a few were removed. The Normal Distribution port has both a retro and modern mode. While the retro mode attempts to be faithful to the original version, the modern mode offers enhanced visuals plus has scrolling instead of the flip-screen of the original.</p>	1178	Basic Genres: Action, Perspective: Side view, Visual Presentation: 2D scrolling, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade, Gameplay: Metroidvania, Gameplay: Platform	7.3	https://www.mobygames.com/game/1178/montezumas-revenge/	80		Windows (2020-10-13), PC Booter (1984), SEGA Master System (1989-06), Commodore 64 (1984-10), Atari 2600 (1984-09), ColecoVision (1984-10), Apple II (1984), Atari 5200 (1984-09), Atari 8-bit (1984-09), ZX Spectrum (1984)	[{'caption': 'Magma chamber', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/16376645-montezumas-revenge-atari-8-bit-magma-chamber.png', 'thumbnail_image': 'https://cdn.mobygames.com/df1709f0-c208-11ed-ab6b-02420a000194.webp', 'width': 336}, {'caption': 'Climbing down the rope to start off the game.', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/12652930-montezumas-revenge-zx-spectrum-climbing-down-the-rope-to-start-o.png', 'thumbnail_image': 'https://cdn.mobygames.com/cea69744-ac22-11ed-8ce3-02420a000131.webp', 'width': 256}, {'caption': 'This is a dangerous looking room...', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2078134-montezumas-revenge-atari-5200-this-is-a-dangerous-looking-room.png', 'thumbnail_image': 'https://cdn.mobygames.com/09eb61c0-ab7b-11ed-a218-02420a00019e.webp', 'width': 336}, {'caption': 'Can you reach the keys safely?', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/2080945-montezumas-revenge-colecovision-can-you-reach-the-keys-safely.png', 'thumbnail_image': 'https://cdn.mobygames.com/10edd43a-ab7b-11ed-99ae-02420a00019e.webp', 'width': 256}, {'caption': 'Long ladder', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/16376651-montezumas-revenge-atari-8-bit-long-ladder.png', 'thumbnail_image': 'https://cdn.mobygames.com/df4647ce-c208-11ed-ab6b-02420a000194.webp', 'width': 336}]	670	https://cdn.mobygames.com/covers/4357565-montezumas-revenge-pc-booter-front-cover.jpg	['PC Booter', 'Apple II']	https://cdn.mobygames.com/a5abee3e-abaf-11ed-bd13-02420a00019c.webp	596
Moon Patrol	PS4 / Switch title: Arcade Archives: Moon Patrol, Brazilian title: Patrulha Lunar	"<p><em>Moon Patrol</em> is a side-scrolling game where the player must drive a moon buggy from one station on the Moon to another, all while avoiding crashing or getting destroyed by alien ships. The vehicle is constantly moving right and the player can speed up or slow down, jump, and shoot (simultaneously firing upwards and forwards.) There are 25 checkpoints along the way, each symbolized with a letter from A to Z and serving as a respawn point. Every five checkpoints mark a separate ""stage"" within the entire course; reaching the end of a stage under the par time grants a large score bonus. </p> <p>Dangers on the Moon include rocks (small and big ones) which can be shot to pieces or jumped over, pits which must be jumped, and UFOs which fire at the player or bombard the ground (creating pits). Later the player also comes upon stationary tanks which fire missiles (which can be destroyed with the player's own shots), landmines, carnivorous plants that pop up out of pits, and rocket cars which stalk the buggy from behind before rushing forward in an attempt to ram it down. </p> <p>After completing the first course (the ""Beginner Course"") the player can attempt the harder Champion Course.</p>"	575	Basic Genres: Action, Perspective: Side view, Visual Presentation: 2D scrolling, Gameplay: Arcade, Gameplay: Shooter, Setting: Sci-fi / futuristic	7.1	https://www.mobygames.com/game/575/moon-patrol/	89		PC Booter (1984-07), Atari ST (1987), Commodore 64 (1984-05), Atari 2600 (1983-10), Apple II (1984-07), Atari 5200 (1983-12), Atari 8-bit (1984-08), VIC-20 (1983), TI-99/4A (1984-04), MSX (1984), BREW (2003), Sord M5 (1983), PlayStation 4 (2018-03-22), Arcade (1982), Nintendo Switch (2018-03-22)	[{'caption': 'Destroyed by a hole in the ground', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/16384413-moon-patrol-atari-8-bit-destroyed-by-a-hole-in-the-ground.png', 'thumbnail_image': 'https://cdn.mobygames.com/fc0f202c-c20a-11ed-ab6b-02420a000194.webp', 'width': 336}, {'caption': 'Rolling stones', 'height': 248, 'image': 'https://cdn.mobygames.com/screenshots/16171321-moon-patrol-arcade-rolling-stones.png', 'thumbnail_image': 'https://cdn.mobygames.com/bed0f828-c1c6-11ed-ab6b-02420a000194.webp', 'width': 240}, {'caption': 'Massive attack welcome', 'height': 248, 'image': 'https://cdn.mobygames.com/screenshots/16171432-moon-patrol-arcade-massive-attack-welcome.png', 'thumbnail_image': 'https://cdn.mobygames.com/c672c0f2-c1c6-11ed-ab6b-02420a000194.webp', 'width': 240}, {'caption': 'Aliens are attacking...', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2082083-moon-patrol-atari-5200-aliens-are-attacking.png', 'thumbnail_image': 'https://cdn.mobygames.com/13c65452-ab7b-11ed-aaf5-02420a00019c.webp', 'width': 336}, {'caption': 'The initial jumps are minor and unimpeded', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2083047-moon-patrol-atari-8-bit-the-initial-jumps-are-minor-and-unimpede.png', 'thumbnail_image': 'https://cdn.mobygames.com/1660a794-ab7b-11ed-b6ec-02420a00019b.webp', 'width': 336}]	800	https://cdn.mobygames.com/covers/32804-moon-patrol-atari-2600-front-cover.jpg	['Atari 2600']	https://cdn.mobygames.com/131c00c6-ab65-11ed-93f7-02420a000169.webp	580
Mouse Trap	In-game title: Mousetrap	"<p><em>Mouse Trap</em> is an arcade action game similar to <a href=""https://www.mobygames.com/game/138/pac-man/"">Pac-Man</a>. You control a mouse in a maze; your goal is to eat all of the bits of cheese in order to score points and move on to the next maze. Wandering throughout the maze are several cats who are trying to catch you! Your mouse has the ability to temporarily turn into a dog and be able to chase the cats. To do so, however, he will need to eat the dog bones which are located throughout the maze. The maze also contains numerous doors. The mouse can move these doors to reconfigure the maze in an attempt to outsmart the cats.</p>"	9762	Basic Genres: Action, Perspective: Top-down, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade	6.9	https://www.mobygames.com/game/9762/mouse-trap/	20		Atari 2600 (1982-10), ColecoVision (1982), Intellivision (1983), Arcade (1981)	[{'caption': 'Game options', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/2096024-mouse-trap-colecovision-game-options.png', 'thumbnail_image': 'https://cdn.mobygames.com/375b3f22-ab7b-11ed-b6ec-02420a00019b.webp', 'width': 256}, {'caption': 'A game in progress', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2095576-mouse-trap-intellivision-a-game-in-progress.png', 'thumbnail_image': 'https://cdn.mobygames.com/364915c8-ab7b-11ed-b6ec-02420a00019b.webp', 'width': 320}, {'caption': 'Title screen', 'height': 192, 'image': 'https://cdn.mobygames.com/screenshots/2095924-mouse-trap-colecovision-title-screen.png', 'thumbnail_image': 'https://cdn.mobygames.com/370bb8d0-ab7b-11ed-b6ec-02420a00019b.webp', 'width': 256}, {'caption': 'Angry dog mode.', 'height': 256, 'image': 'https://cdn.mobygames.com/screenshots/16445846-mouse-trap-arcade-angry-dog-mode.png', 'thumbnail_image': 'https://cdn.mobygames.com/5c31ec20-c21d-11ed-ab6b-02420a000194.webp', 'width': 256}, {'caption': 'Chase the cats when in dog form', 'height': 200, 'image': 'https://cdn.mobygames.com/screenshots/2096599-mouse-trap-atari-2600-chase-the-cats-when-in-dog-form.png', 'thumbnail_image': 'https://cdn.mobygames.com/38abbd70-ab7b-11ed-b6ec-02420a00019b.webp', 'width': 320}]	800	https://cdn.mobygames.com/covers/3905002-mouse-trap-colecovision-front-cover.jpg	['ColecoVision']	https://cdn.mobygames.com/0ed638f8-ab9f-11ed-ba50-02420a000199.webp	583
Mr. Do!		<p>You control Mr. Do as he tries to harvest all of the cherries on the screen. However, there are numerous bad guys out to get him! Mr. Do can defend himself from the bad guys in two ways: firstly, he can push the apples located throughout the playfield on top of the enemies and crush them. Secondly, Mr. Do is armed with a power ball. This can be thrown to destroy an enemy. Mr. Do has only one power ball, though, so he will need to wait for it to return to him before it can be used again. From time to time an alpha monster will appear on the screen bearing one of the letters in EXTRA. If you use the power ball to destroy an alpha monster you earn that letter; when you've earned the complete word EXTRA you receive an extra life. When you successfully collect all of the cherries, you will move on to the next, more difficult level.</p> <p>The mobile version of the game includes the original arcade version, as well as an enhanced mode with new levels, power-ups, and graphics.</p>	9764	Basic Genres: Action, Perspective: Side view, Visual Presentation: Fixed / flip-screen, Gameplay: Arcade	7.3	https://www.mobygames.com/game/9764/mr-do/	46		Game Boy (1992-11), SNES (1995-06-23), Commodore 64 (1985-02), Atari 2600 (1983-09), ColecoVision (1983-06), Apple II (1985-03), Atari 8-bit (1985), MSX (1984), J2ME (2008-02-11), Wii (2010-04-27), PC-98 (1996-12-13), FM-7 (1984), Arcade (1982), Tomy Tutor (1983)	[{'caption': 'Squash enemies with apples', 'height': 384, 'image': 'https://cdn.mobygames.com/screenshots/2095868-mr-do-apple-ii-squash-enemies-with-apples.png', 'thumbnail_image': 'https://cdn.mobygames.com/36fbbcaa-ab7b-11ed-beab-02420a000199.webp', 'width': 560}, {'caption': 'Collect all the letters to spell EXTRA and get an extra life.', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/2764404-mr-do-atari-8-bit-collect-all-the-letters-to-spell-extra-and-get.png', 'thumbnail_image': 'https://cdn.mobygames.com/c51629f0-ab83-11ed-9201-02420a00019c.webp', 'width': 336}, {'caption': 'Mr. Do earns an extra life', 'height': 223, 'image': 'https://cdn.mobygames.com/screenshots/4632244-mr-do-snes-mr-do-earns-an-extra-life.png', 'thumbnail_image': 'https://cdn.mobygames.com/ac0314a0-abba-11ed-a5ec-02420a00019b.webp', 'width': 256}, {'caption': 'Every three levels there is an intermission that shows the stats for the last three levels', 'height': 240, 'image': 'https://cdn.mobygames.com/screenshots/4632489-mr-do-atari-8-bit-every-three-levels-there-is-an-intermission-th.png', 'thumbnail_image': 'https://cdn.mobygames.com/aeb85656-abba-11ed-87ec-02420a00019c.webp', 'width': 336}, {'caption': 'Scene 2', 'height': 384, 'image': 'https://cdn.mobygames.com/screenshots/2096415-mr-do-apple-ii-scene-2.png', 'thumbnail_image': 'https://cdn.mobygames.com/38545a12-ab7b-11ed-beab-02420a000199.webp', 'width': 560}]	800	https://cdn.mobygames.com/covers/3905175-mr-do-colecovision-front-cover.jpg	['ColecoVision']	https://cdn.mobygames.com/10a73c0e-ab9f-11ed-aecf-02420a000198.webp	584
